expression,folder,side,A_boundary,C_boundary,B_boundary,ordering,missing,complete_215
Seriousness,Male_Seriousness 03,left,214.0,214.0,214.0,tie,,True
Seriousness,Male_Seriousness 03,right,0.0,0.0,0.0,tie,,True
Seriousness,Male_Seriousness 04,left,214.0,214.0,214.0,tie,,True
Seriousness,Male_Seriousness 04,right,0.0,0.0,0.0,tie,,True
Seriousness,Male_Seriousness 05,left,214.0,214.0,214.0,tie,,True
Seriousness,Male_Seriousness 05,right,0.0,0.0,0.0,tie,,True
Silly,Male_Silly 01,left,214.0,214.0,214.0,tie,,True
Silly,Male_Silly 01,right,0.0,0.0,0.0,tie,,True
Silly,Male_Silly 02,left,214.0,214.0,214.0,tie,,True
Silly,Male_Silly 02,right,0.0,0.0,0.0,tie,,True
Silly,Male_Silly 03,left,214.0,214.0,214.0,tie,,True
Silly,Male_Silly 03,right,0.0,0.0,0.0,tie,,True
Silly,Male_Silly 04,left,214.0,214.0,214.0,tie,,True
Silly,Male_Silly 04,right,0.0,0.0,0.0,tie,,True
Silly,Male_Silly 05,left,214.0,214.0,214.0,tie,,True
Silly,Male_Silly 05,right,0.0,0.0,0.0,tie,,True
Sleepy,Male_Sleepy,left,214.0,214.0,214.0,tie,,True
Sleepy,Male_Sleepy,right,0.0,0.0,0.0,tie,,True
Sleepy,Male_Sleepy 01,left,214.0,214.0,214.0,tie,,True
Sleepy,Male_Sleepy 01,right,0.0,0.0,0.0,tie,,True
Sleepy,Male_Sleepy 02,left,214.0,214.0,214.0,tie,,True
Sleepy,Male_Sleepy 02,right,0.0,0.0,0.0,tie,,True
Sleepy,Male_Sleepy 03,left,214.0,214.0,214.0,tie,,True
Sleepy,Male_Sleepy 03,right,0.0,0.0,0.0,tie,,True
Sleepy,Male_Sleepy 04,left,214.0,214.0,214.0,tie,,True
Sleepy,Male_Sleepy 04,right,0.0,0.0,0.0,tie,,True
Sleepy,Male_Sleepy 05,left,214.0,214.0,214.0,tie,,True
Sleepy,Male_Sleepy 05,right,0.0,0.0,0.0,tie,,True
Straining,Male_Straining,left,214.0,214.0,214.0,tie,,True
Straining,Male_Straining,right,0.0,0.0,0.0,tie,,True
Subtle,Male_Subtle 01,left,214.0,214.0,214.0,tie,,True
Subtle,Male_Subtle 01,right,0.0,0.0,0.0,tie,,True
Subtle,Male_Subtle 02,left,214.0,214.0,214.0,tie,,True
Subtle,Male_Subtle 02,right,0.0,0.0,0.0,tie,,True
Subtle,Male_Subtle 03,left,214.0,214.0,214.0,tie,,True
Subtle,Male_Subtle 03,right,0.0,0.0,0.0,tie,,True
Subtle,Male_Subtle 04,left,214.0,214.0,214.0,tie,,True
Subtle,Male_Subtle 04,right,0.0,0.0,0.0,tie,,True
Subtle,Male_Subtle 05,left,214.0,214.0,214.0,tie,,True
Subtle,Male_Subtle 05,right,0.0,0.0,0.0,tie,,True
Talking,Male_Talking 01,left,214.0,214.0,214.0,tie,,True
Talking,Male_Talking 01,right,0.0,0.0,0.0,tie,,True
Talking,Male_Talking 02,left,214.0,214.0,214.0,tie,,True
Talking,Male_Talking 02,right,0.0,0.0,0.0,tie,,True
Talking,Male_Talking 03,left,214.0,214.0,214.0,tie,,True
Talking,Male_Talking 03,right,0.0,0.0,0.0,tie,,True
Talking,Male_Talking 04,left,214.0,214.0,214.0,tie,,True
Talking,Male_Talking 04,right,0.0,0.0,0.0,tie,,True
Talking,Male_Talking 05,left,214.0,214.0,214.0,tie,,True
Talking,Male_Talking 05,right,0.0,0.0,0.0,tie,,True
Terror,Male_Terror,left,214.0,214.0,214.0,tie,,True
Terror,Male_Terror,right,0.0,0.0,0.0,tie,,True
Terror Phobia,Male_Terror Phobia,left,214.0,214.0,214.0,tie,,True
Terror Phobia,Male_Terror Phobia,right,0.0,0.0,0.0,tie,,True
Ulgh,Male_Ulgh,left,214.0,214.0,214.0,tie,,True
Ulgh,Male_Ulgh,right,0.0,0.0,0.0,tie,,True
Wicked,Male_Wicked 01,left,214.0,214.0,214.0,tie,,True
Wicked,Male_Wicked 01,right,0.0,0.0,0.0,tie,,True
Wicked,Male_Wicked 02,left,214.0,214.0,214.0,tie,,True
Wicked,Male_Wicked 02,right,0.0,0.0,0.0,tie,,True
Wicked,Male_Wicked 03,left,214.0,214.0,214.0,tie,,True
Wicked,Male_Wicked 03,right,0.0,0.0,0.0,tie,,True
Wicked,Male_Wicked 04,left,214.0,214.0,214.0,tie,,True
Wicked,Male_Wicked 04,right,0.0,0.0,0.0,tie,,True
Wicked,Male_Wicked 05,left,214.0,214.0,214.0,tie,,True
Wicked,Male_Wicked 05,right,0.0,0.0,0.0,tie,,True
Wink,Male_Wink,left,214.0,214.0,214.0,tie,,True
Wink,Male_Wink,right,0.0,0.0,0.0,tie,,True
With Forehead Wrinkles Angry,Male_With Forehead Wrinkles Angry 01,left,214.0,214.0,214.0,tie,,True
With Forehead Wrinkles Angry,Male_With Forehead Wrinkles Angry 01,right,0.0,0.0,0.0,tie,,True
With Forehead Wrinkles Angry,Male_With Forehead Wrinkles Angry 02,left,214.0,214.0,214.0,tie,,True
With Forehead Wrinkles Angry,Male_With Forehead Wrinkles Angry 02,right,0.0,0.0,0.0,tie,,True
With Forehead Wrinkles Angry,Male_With Forehead Wrinkles Angry 03,left,214.0,214.0,214.0,tie,,True
With Forehead Wrinkles Angry,Male_With Forehead Wrinkles Angry 03,right,0.0,0.0,0.0,tie,,True
With Forehead Wrinkles Angry,Male_With Forehead Wrinkles Angry 04,left,214.0,214.0,214.0,tie,,True
With Forehead Wrinkles Angry,Male_With Forehead Wrinkles Angry 04,right,0.0,0.0,0.0,tie,,True
With Forehead Wrinkles Angry,Male_With Forehead Wrinkles Angry 05,left,214.0,214.0,214.0,tie,,True
With Forehead Wrinkles Angry,Male_With Forehead Wrinkles Angry 05,right,0.0,0.0,0.0,tie,,True
ZMouth Open Horizontal,Male_ZMouth Open Horizontal,left,214.0,214.0,214.0,tie,,True
ZMouth Open Horizontal,Male_ZMouth Open Horizontal,right,0.0,0.0,0.0,tie,,True
ZMouth Open Horizontal And Vertical,Male_ZMouth Open Horizontal And Vertical,left,214.0,214.0,214.0,tie,,True
ZMouth Open Horizontal And Vertical,Male_ZMouth Open Horizontal And Vertical,right,0.0,0.0,0.0,tie,,True
ZZ_Bearded,Male_ZZ_Bearded,left,214.0,214.0,214.0,tie,,True
ZZ_Bearded,Male_ZZ_Bearded,right,0.0,0.0,0.0,tie,,True
ZZ_Cavalier,Male_ZZ_Cavalier,left,214.0,214.0,214.0,tie,,True
ZZ_Cavalier,Male_ZZ_Cavalier,right,0.0,0.0,0.0,tie,,True
ZZ_Dapper,Male_ZZ_Dapper,left,214.0,214.0,214.0,tie,,True
ZZ_Dapper,Male_ZZ_Dapper,right,0.0,0.0,0.0,tie,,True
ZZ_Flynn,Male_ZZ_Flynn,left,214.0,214.0,214.0,tie,,True
ZZ_Flynn,Male_ZZ_Flynn,right,0.0,0.0,0.0,tie,,True
ZZ_Franz Josef,Male_ZZ_Franz Josef,left,214.0,214.0,214.0,tie,,True
ZZ_Franz Josef,Male_ZZ_Franz Josef,right,0.0,0.0,0.0,tie,,True
ZZ_Friendly Mutton Chops,Male_ZZ_Friendly Mutton Chops,left,214.0,214.0,214.0,tie,,True
ZZ_Friendly Mutton Chops,Male_ZZ_Friendly Mutton Chops,right,0.0,0.0,0.0,tie,,True
ZZ_Fu Manchu,Male_ZZ_Fu Manchu,left,214.0,214.0,214.0,tie,,True
ZZ_Fu Manchu,Male_ZZ_Fu Manchu,right,0.0,0.0,0.0,tie,,True
ZZ_Fu Manchu Goatee,Male_ZZ_Fu Manchu Goatee,left,214.0,214.0,214.0,tie,,True
ZZ_Fu Manchu Goatee,Male_ZZ_Fu Manchu Goatee,right,0.0,0.0,0.0,tie,,True
ZZ_Full Beard,Male_ZZ_Full Beard,left,214.0,214.0,214.0,tie,,True
ZZ_Full Beard,Male_ZZ_Full Beard,right,0.0,0.0,0.0,tie,,True
ZZ_Goatee,Male_ZZ_Goatee,left,214.0,214.0,214.0,tie,,True
ZZ_Goatee,Male_ZZ_Goatee,right,0.0,0.0,0.0,tie,,True
ZZ_Grizzly Beard,Male_ZZ_Grizzly Beard,left,214.0,,,incomplete,"C,B",True
ZZ_Grizzly Beard,Male_ZZ_Grizzly Beard,right,0.0,,,incomplete,"C,B",True
ZZ_Mutton Chops,Male_ZZ_Mutton Chops,left,214.0,214.0,214.0,tie,,True
ZZ_Mutton Chops,Male_ZZ_Mutton Chops,right,0.0,0.0,0.0,tie,,True
ZZ_Napoleon III,Male_ZZ_Napoleon III,left,214.0,214.0,214.0,tie,,True
ZZ_Napoleon III,Male_ZZ_Napoleon III,right,0.0,0.0,0.0,tie,,True
ZZ_Officer,Male_ZZ_Officer,left,214.0,214.0,214.0,tie,,True
ZZ_Officer,Male_ZZ_Officer,right,0.0,0.0,0.0,tie,,True
ZZ_Pioneer,Male_ZZ_Pioneer,left,214.0,214.0,214.0,tie,,True
ZZ_Pioneer,Male_ZZ_Pioneer,right,0.0,0.0,0.0,tie,,True
ZZ_Stubbled,Male_ZZ_Stubbled,left,214.0,214.0,214.0,tie,,True
ZZ_Stubbled,Male_ZZ_Stubbled,right,0.0,0.0,0.0,tie,,True
